# Goxel 0.11.0
# One line per voxel
# X Y Z RRGGBB
11 20 8 ac3232
12 20 8 ac3232
13 20 8 ac3232
14 20 8 ac3232
15 20 8 ac3232
0 21 8 ac3232
1 21 8 ac3232
2 21 8 ac3232
3 21 8 ac3232
4 21 8 ac3232
5 21 8 ac3232
6 21 8 ac3232
7 21 8 ac3232
8 21 8 ac3232
9 21 8 ac3232
10 21 8 ac3232
11 21 8 ac3232
12 21 8 ac3232
13 21 8 ac3232
14 21 8 ac3232
15 21 8 ac3232
0 22 8 ac3232
1 22 8 ac3232
2 22 8 ac3232
3 22 8 ac3232
4 22 8 ac3232
5 22 8 ac3232
6 22 8 ac3232
7 22 8 ac3232
8 22 8 ac3232
9 22 8 ac3232
10 22 8 ac3232
11 22 8 ac3232
12 22 8 ac3232
13 22 8 ac3232
14 22 8 ac3232
15 22 8 ac3232
0 23 8 ac3232
1 23 8 ac3232
2 23 8 ac3232
3 23 8 ac3232
4 23 8 ac3232
5 23 8 ac3232
6 23 8 ac3232
7 23 8 ac3232
8 23 8 ac3232
9 23 8 ac3232
10 23 8 ac3232
11 23 8 ac3232
12 23 8 ac3232
13 23 8 ac3232
14 23 8 ac3232
15 23 8 ac3232
1 24 8 ac3232
2 24 8 ac3232
3 24 8 ac3232
4 24 8 ac3232
5 24 8 ac3232
6 24 8 ac3232
7 24 8 ac3232
8 24 8 ac3232
9 24 8 ac3232
10 24 8 ac3232
11 24 8 ac3232
12 24 8 ac3232
13 24 8 ac3232
14 24 8 ac3232
15 24 8 ac3232
1 25 8 ac3232
2 25 8 ac3232
3 25 8 ac3232
4 25 8 ac3232
5 25 8 ac3232
6 25 8 ac3232
7 25 8 ac3232
8 25 8 ac3232
9 25 8 ac3232
10 25 8 ac3232
11 25 8 ac3232
12 25 8 ac3232
13 25 8 ac3232
14 25 8 ac3232
15 25 8 ac3232
2 26 8 ac3232
3 26 8 ac3232
4 26 8 ac3232
5 26 8 ac3232
6 26 8 ac3232
7 26 8 ac3232
8 26 8 ac3232
9 26 8 ac3232
10 26 8 ac3232
11 26 8 ac3232
12 26 8 ac3232
13 26 8 ac3232
14 26 8 ac3232
15 26 8 ac3232
3 27 8 ac3232
4 27 8 ac3232
5 27 8 ac3232
6 27 8 ac3232
7 27 8 ac3232
8 27 8 ac3232
9 27 8 ac3232
10 27 8 ac3232
11 27 8 ac3232
12 27 8 ac3232
13 27 8 ac3232
14 27 8 ac3232
6 28 8 ac3232
7 28 8 ac3232
8 28 8 ac3232
9 28 8 ac3232
10 28 8 ac3232
11 28 8 ac3232
3 16 9 ac3232
4 16 9 ac3232
5 16 9 ac3232
6 16 9 ac3232
7 16 9 ac3232
8 16 9 ac3232
9 16 9 ac3232
10 16 9 ac3232
11 16 9 ac3232
12 16 9 ac3232
13 16 9 ac3232
14 16 9 ac3232
0 17 9 37946e
1 17 9 37946e
2 17 9 ac3232
3 17 9 ac3232
4 17 9 ac3232
5 17 9 ac3232
6 17 9 ac3232
7 17 9 ac3232
8 17 9 ac3232
9 17 9 ac3232
10 17 9 ac3232
11 17 9 ac3232
12 17 9 ac3232
13 17 9 ac3232
14 17 9 ac3232
15 17 9 ac3232
0 18 9 37946e
1 18 9 ac3232
2 18 9 ac3232
3 18 9 ac3232
4 18 9 ac3232
5 18 9 ac3232
6 18 9 ac3232
7 18 9 ac3232
8 18 9 ac3232
9 18 9 ac3232
10 18 9 ac3232
11 18 9 ac3232
12 18 9 ac3232
13 18 9 ac3232
14 18 9 ac3232
15 18 9 ac3232
1 19 9 ac3232
2 19 9 ac3232
3 19 9 ac3232
4 19 9 ac3232
5 19 9 ac3232
6 19 9 ac3232
7 19 9 ac3232
8 19 9 ac3232
9 19 9 ac3232
10 19 9 ac3232
11 19 9 ac3232
12 19 9 ac3232
13 19 9 ac3232
14 19 9 ac3232
15 19 9 ac3232
0 20 9 ac3232
1 20 9 ac3232
2 20 9 ac3232
3 20 9 ac3232
4 20 9 ac3232
5 20 9 ac3232
6 20 9 ac3232
7 20 9 ac3232
8 20 9 ac3232
9 20 9 ac3232
10 20 9 ac3232
11 20 9 ac3232
12 20 9 ac3232
13 20 9 ac3232
14 20 9 ac3232
15 20 9 ac3232
0 21 9 ac3232
1 21 9 ac3232
2 21 9 ac3232
3 21 9 ac3232
4 21 9 ac3232
5 21 9 ac3232
6 21 9 ac3232
7 21 9 ac3232
8 21 9 ac3232
9 21 9 ac3232
10 21 9 ac3232
11 21 9 ac3232
12 21 9 ac3232
13 21 9 ac3232
14 21 9 ac3232
15 21 9 ac3232
0 22 9 ac3232
1 22 9 ac3232
2 22 9 ac3232
3 22 9 ac3232
4 22 9 ac3232
5 22 9 ac3232
6 22 9 ac3232
7 22 9 ac3232
8 22 9 ac3232
9 22 9 ac3232
10 22 9 ac3232
11 22 9 ac3232
12 22 9 ac3232
13 22 9 ac3232
14 22 9 ac3232
15 22 9 ac3232
0 23 9 ac3232
1 23 9 ac3232
2 23 9 ac3232
3 23 9 ac3232
4 23 9 ac3232
5 23 9 ac3232
6 23 9 ac3232
7 23 9 ac3232
8 23 9 ac3232
9 23 9 ac3232
10 23 9 ac3232
11 23 9 ac3232
12 23 9 ac3232
13 23 9 ac3232
14 23 9 ac3232
15 23 9 ac3232
1 24 9 ac3232
2 24 9 ac3232
3 24 9 ac3232
4 24 9 ac3232
5 24 9 ac3232
6 24 9 ac3232
7 24 9 ac3232
8 24 9 ac3232
9 24 9 ac3232
10 24 9 ac3232
11 24 9 ac3232
12 24 9 ac3232
13 24 9 ac3232
14 24 9 ac3232
15 24 9 ac3232
1 25 9 ac3232
2 25 9 ac3232
3 25 9 ac3232
4 25 9 ac3232
5 25 9 ac3232
6 25 9 ac3232
7 25 9 ac3232
8 25 9 ac3232
9 25 9 ac3232
10 25 9 ac3232
11 25 9 ac3232
12 25 9 ac3232
13 25 9 ac3232
14 25 9 ac3232
15 25 9 ac3232
2 26 9 ac3232
3 26 9 ac3232
4 26 9 ac3232
5 26 9 ac3232
6 26 9 ac3232
7 26 9 ac3232
8 26 9 ac3232
9 26 9 ac3232
10 26 9 ac3232
11 26 9 ac3232
12 26 9 ac3232
13 26 9 ac3232
14 26 9 ac3232
15 26 9 ac3232
3 27 9 ac3232
4 27 9 ac3232
5 27 9 ac3232
6 27 9 ac3232
7 27 9 ac3232
8 27 9 ac3232
9 27 9 ac3232
10 27 9 ac3232
11 27 9 ac3232
12 27 9 ac3232
13 27 9 ac3232
14 27 9 ac3232
6 28 9 ac3232
7 28 9 ac3232
8 28 9 ac3232
9 28 9 ac3232
10 28 9 ac3232
11 28 9 ac3232
3 16 10 ac3232
4 16 10 ac3232
5 16 10 ac3232
6 16 10 ac3232
7 16 10 ac3232
8 16 10 ac3232
9 16 10 ac3232
10 16 10 ac3232
11 16 10 ac3232
12 16 10 ac3232
13 16 10 ac3232
14 16 10 ac3232
0 17 10 37946e
1 17 10 37946e
2 17 10 ac3232
3 17 10 ac3232
4 17 10 ac3232
5 17 10 ac3232
6 17 10 ac3232
7 17 10 ac3232
8 17 10 ac3232
9 17 10 ac3232
10 17 10 ac3232
11 17 10 ac3232
12 17 10 ac3232
13 17 10 ac3232
14 17 10 ac3232
15 17 10 ac3232
0 18 10 37946e
1 18 10 ac3232
2 18 10 ac3232
3 18 10 ac3232
4 18 10 ac3232
5 18 10 ac3232
6 18 10 ac3232
7 18 10 ac3232
8 18 10 ac3232
9 18 10 ac3232
10 18 10 ac3232
11 18 10 ac3232
12 18 10 ac3232
13 18 10 ac3232
14 18 10 ac3232
15 18 10 ac3232
1 19 10 ac3232
2 19 10 ac3232
3 19 10 ac3232
4 19 10 ac3232
5 19 10 ac3232
6 19 10 ac3232
7 19 10 ac3232
8 19 10 ac3232
9 19 10 ac3232
10 19 10 ac3232
11 19 10 ac3232
12 19 10 ac3232
13 19 10 ac3232
14 19 10 ac3232
15 19 10 ac3232
0 20 10 ac3232
1 20 10 ac3232
2 20 10 ac3232
3 20 10 ac3232
4 20 10 ac3232
5 20 10 ac3232
6 20 10 ac3232
7 20 10 ac3232
8 20 10 ac3232
9 20 10 ac3232
10 20 10 ac3232
11 20 10 ac3232
12 20 10 ac3232
13 20 10 ac3232
14 20 10 ac3232
15 20 10 ac3232
0 21 10 ac3232
1 21 10 ac3232
2 21 10 ac3232
3 21 10 ac3232
4 21 10 ac3232
5 21 10 ac3232
6 21 10 ac3232
7 21 10 ac3232
8 21 10 ac3232
9 21 10 ac3232
10 21 10 ac3232
11 21 10 ac3232
12 21 10 ac3232
13 21 10 ac3232
14 21 10 ac3232
15 21 10 ac3232
0 22 10 ac3232
1 22 10 ac3232
2 22 10 ac3232
3 22 10 ac3232
4 22 10 ac3232
5 22 10 ac3232
6 22 10 ac3232
7 22 10 ac3232
8 22 10 ac3232
9 22 10 ac3232
10 22 10 ac3232
11 22 10 ac3232
12 22 10 ac3232
13 22 10 ac3232
14 22 10 ac3232
15 22 10 ac3232
0 23 10 ac3232
1 23 10 ac3232
2 23 10 ac3232
3 23 10 ac3232
4 23 10 ac3232
5 23 10 ac3232
6 23 10 ac3232
7 23 10 ac3232
8 23 10 ac3232
9 23 10 ac3232
10 23 10 ac3232
11 23 10 ac3232
12 23 10 ac3232
13 23 10 ac3232
14 23 10 ac3232
15 23 10 ac3232
1 24 10 ac3232
2 24 10 ac3232
3 24 10 ac3232
4 24 10 ac3232
5 24 10 ac3232
6 24 10 ac3232
7 24 10 ac3232
8 24 10 ac3232
9 24 10 ac3232
10 24 10 ac3232
11 24 10 ac3232
12 24 10 ac3232
13 24 10 ac3232
14 24 10 ac3232
15 24 10 ac3232
1 25 10 ac3232
2 25 10 ac3232
3 25 10 ac3232
4 25 10 ac3232
5 25 10 ac3232
6 25 10 ac3232
7 25 10 ac3232
8 25 10 ac3232
9 25 10 ac3232
10 25 10 ac3232
11 25 10 ac3232
12 25 10 ac3232
13 25 10 ac3232
14 25 10 ac3232
15 25 10 ac3232
2 26 10 ac3232
3 26 10 ac3232
4 26 10 ac3232
5 26 10 ac3232
6 26 10 ac3232
7 26 10 ac3232
8 26 10 ac3232
9 26 10 ac3232
10 26 10 ac3232
11 26 10 ac3232
12 26 10 ac3232
13 26 10 ac3232
14 26 10 ac3232
15 26 10 ac3232
3 27 10 ac3232
4 27 10 ac3232
5 27 10 ac3232
6 27 10 ac3232
7 27 10 ac3232
8 27 10 ac3232
9 27 10 ac3232
10 27 10 ac3232
11 27 10 ac3232
12 27 10 ac3232
13 27 10 ac3232
14 27 10 ac3232
6 28 10 ac3232
7 28 10 ac3232
8 28 10 ac3232
9 28 10 ac3232
10 28 10 ac3232
11 28 10 ac3232
3 16 11 ac3232
4 16 11 ac3232
5 16 11 ac3232
6 16 11 ac3232
7 16 11 ac3232
8 16 11 ac3232
9 16 11 ac3232
10 16 11 ac3232
11 16 11 ac3232
12 16 11 ac3232
13 16 11 ac3232
14 16 11 ac3232
0 17 11 37946e
1 17 11 37946e
2 17 11 ac3232
3 17 11 ac3232
4 17 11 ac3232
5 17 11 ac3232
6 17 11 ac3232
7 17 11 ac3232
8 17 11 ac3232
9 17 11 ac3232
10 17 11 ac3232
11 17 11 ac3232
12 17 11 ac3232
13 17 11 ac3232
14 17 11 ac3232
15 17 11 ac3232
0 18 11 37946e
1 18 11 ac3232
2 18 11 ac3232
3 18 11 ac3232
4 18 11 ac3232
5 18 11 ac3232
6 18 11 ac3232
7 18 11 ac3232
8 18 11 ac3232
9 18 11 ac3232
10 18 11 ac3232
11 18 11 ac3232
12 18 11 ac3232
13 18 11 ac3232
14 18 11 ac3232
15 18 11 ac3232
1 19 11 ac3232
2 19 11 ac3232
3 19 11 ac3232
4 19 11 ac3232
5 19 11 ac3232
6 19 11 ac3232
7 19 11 ac3232
8 19 11 ac3232
9 19 11 ac3232
10 19 11 ac3232
11 19 11 ac3232
12 19 11 ac3232
13 19 11 ac3232
14 19 11 ac3232
15 19 11 ac3232
0 20 11 ac3232
1 20 11 ac3232
2 20 11 ac3232
3 20 11 ac3232
4 20 11 ac3232
5 20 11 ac3232
6 20 11 ac3232
7 20 11 ac3232
8 20 11 ac3232
9 20 11 ac3232
10 20 11 ac3232
11 20 11 ac3232
12 20 11 ac3232
13 20 11 ac3232
14 20 11 ac3232
15 20 11 ac3232
0 21 11 ac3232
1 21 11 ac3232
2 21 11 ac3232
3 21 11 ac3232
4 21 11 ac3232
5 21 11 ac3232
6 21 11 ac3232
7 21 11 ac3232
8 21 11 ac3232
9 21 11 ac3232
10 21 11 ac3232
11 21 11 ac3232
12 21 11 ac3232
13 21 11 ac3232
14 21 11 ac3232
15 21 11 ac3232
0 22 11 ac3232
1 22 11 ac3232
2 22 11 ac3232
3 22 11 ac3232
4 22 11 ac3232
5 22 11 ac3232
6 22 11 ac3232
7 22 11 ac3232
8 22 11 ac3232
9 22 11 ac3232
10 22 11 ac3232
11 22 11 ac3232
12 22 11 ac3232
13 22 11 ac3232
14 22 11 ac3232
15 22 11 ac3232
0 23 11 ac3232
1 23 11 ac3232
2 23 11 ac3232
3 23 11 ac3232
4 23 11 ac3232
5 23 11 ac3232
6 23 11 ac3232
7 23 11 ac3232
8 23 11 ac3232
9 23 11 ac3232
10 23 11 ac3232
11 23 11 ac3232
12 23 11 ac3232
13 23 11 ac3232
14 23 11 ac3232
15 23 11 ac3232
1 24 11 ac3232
2 24 11 ac3232
3 24 11 ac3232
4 24 11 ac3232
5 24 11 ac3232
6 24 11 ac3232
7 24 11 ac3232
8 24 11 ac3232
9 24 11 ac3232
10 24 11 ac3232
11 24 11 ac3232
12 24 11 ac3232
13 24 11 ac3232
14 24 11 ac3232
15 24 11 ac3232
1 25 11 ac3232
2 25 11 ac3232
3 25 11 ac3232
4 25 11 ac3232
5 25 11 ac3232
6 25 11 ac3232
7 25 11 ac3232
8 25 11 ac3232
9 25 11 ac3232
10 25 11 ac3232
11 25 11 ac3232
12 25 11 ac3232
13 25 11 ac3232
14 25 11 ac3232
15 25 11 ac3232
2 26 11 ac3232
3 26 11 ac3232
4 26 11 ac3232
5 26 11 ac3232
6 26 11 ac3232
7 26 11 ac3232
8 26 11 ac3232
9 26 11 ac3232
10 26 11 ac3232
11 26 11 ac3232
12 26 11 ac3232
13 26 11 ac3232
14 26 11 ac3232
15 26 11 ac3232
3 27 11 ac3232
4 27 11 ac3232
5 27 11 ac3232
6 27 11 ac3232
7 27 11 ac3232
8 27 11 ac3232
9 27 11 ac3232
10 27 11 ac3232
11 27 11 ac3232
12 27 11 ac3232
13 27 11 ac3232
14 27 11 ac3232
6 28 11 ac3232
7 28 11 ac3232
8 28 11 ac3232
9 28 11 ac3232
10 28 11 ac3232
11 28 11 ac3232
3 16 12 ac3232
4 16 12 ac3232
5 16 12 ac3232
6 16 12 ac3232
7 16 12 ac3232
8 16 12 ac3232
9 16 12 ac3232
10 16 12 ac3232
11 16 12 ac3232
12 16 12 ac3232
13 16 12 ac3232
14 16 12 ac3232
2 17 12 ac3232
3 17 12 ac3232
4 17 12 ac3232
5 17 12 ac3232
6 17 12 ac3232
7 17 12 ac3232
8 17 12 ac3232
9 17 12 ac3232
10 17 12 ac3232
11 17 12 ac3232
12 17 12 ac3232
13 17 12 ac3232
14 17 12 ac3232
15 17 12 ac3232
1 18 12 ac3232
2 18 12 ac3232
3 18 12 ac3232
4 18 12 ac3232
5 18 12 ac3232
6 18 12 ac3232
7 18 12 ac3232
8 18 12 ac3232
9 18 12 ac3232
10 18 12 ac3232
11 18 12 ac3232
12 18 12 ac3232
13 18 12 ac3232
14 18 12 ac3232
15 18 12 ac3232
1 19 12 ac3232
2 19 12 ac3232
3 19 12 ac3232
4 19 12 ac3232
5 19 12 ac3232
6 19 12 ac3232
7 19 12 ac3232
8 19 12 ac3232
9 19 12 ac3232
10 19 12 ac3232
11 19 12 ac3232
12 19 12 ac3232
13 19 12 ac3232
14 19 12 ac3232
15 19 12 ac3232
0 20 12 ac3232
1 20 12 ac3232
2 20 12 ac3232
3 20 12 ac3232
4 20 12 ac3232
5 20 12 ac3232
6 20 12 ac3232
7 20 12 ac3232
8 20 12 ac3232
9 20 12 ac3232
10 20 12 ac3232
11 20 12 ac3232
12 20 12 ac3232
13 20 12 ac3232
14 20 12 ac3232
15 20 12 ac3232
0 21 12 ac3232
1 21 12 ac3232
2 21 12 ac3232
3 21 12 ac3232
4 21 12 ac3232
5 21 12 ac3232
6 21 12 ac3232
7 21 12 ac3232
8 21 12 ac3232
9 21 12 ac3232
10 21 12 ac3232
11 21 12 ac3232
12 21 12 ac3232
13 21 12 ac3232
14 21 12 ac3232
15 21 12 ac3232
0 22 12 ac3232
1 22 12 ac3232
2 22 12 ac3232
3 22 12 ac3232
4 22 12 ac3232
5 22 12 ac3232
6 22 12 ac3232
7 22 12 ac3232
8 22 12 ac3232
9 22 12 ac3232
10 22 12 ac3232
11 22 12 ac3232
12 22 12 ac3232
13 22 12 ac3232
14 22 12 ac3232
15 22 12 ac3232
0 23 12 ac3232
1 23 12 ac3232
2 23 12 ac3232
3 23 12 ac3232
4 23 12 ac3232
5 23 12 ac3232
6 23 12 ac3232
7 23 12 ac3232
8 23 12 ac3232
9 23 12 ac3232
10 23 12 ac3232
11 23 12 ac3232
12 23 12 ac3232
13 23 12 ac3232
14 23 12 ac3232
15 23 12 ac3232
1 24 12 ac3232
2 24 12 ac3232
3 24 12 ac3232
4 24 12 ac3232
5 24 12 ac3232
6 24 12 ac3232
7 24 12 ac3232
8 24 12 ac3232
9 24 12 ac3232
10 24 12 ac3232
11 24 12 ac3232
12 24 12 ac3232
13 24 12 ac3232
14 24 12 ac3232
15 24 12 ac3232
1 25 12 ac3232
2 25 12 ac3232
3 25 12 ac3232
4 25 12 ac3232
5 25 12 ac3232
6 25 12 ac3232
7 25 12 ac3232
8 25 12 ac3232
9 25 12 ac3232
10 25 12 ac3232
11 25 12 ac3232
12 25 12 ac3232
13 25 12 ac3232
14 25 12 ac3232
15 25 12 ac3232
2 26 12 ac3232
3 26 12 ac3232
4 26 12 ac3232
5 26 12 ac3232
6 26 12 ac3232
7 26 12 ac3232
8 26 12 ac3232
9 26 12 ac3232
10 26 12 ac3232
11 26 12 ac3232
12 26 12 ac3232
13 26 12 ac3232
14 26 12 ac3232
15 26 12 ac3232
3 27 12 ac3232
4 27 12 ac3232
5 27 12 ac3232
6 27 12 ac3232
7 27 12 ac3232
8 27 12 ac3232
9 27 12 ac3232
10 27 12 ac3232
11 27 12 ac3232
12 27 12 ac3232
13 27 12 ac3232
14 27 12 ac3232
6 28 12 ac3232
7 28 12 ac3232
8 28 12 ac3232
9 28 12 ac3232
10 28 12 ac3232
11 28 12 ac3232
3 16 13 ac3232
4 16 13 ac3232
5 16 13 ac3232
6 16 13 ac3232
4 17 13 ac3232
5 17 13 ac3232
1 16 14 ac3232
2 16 14 ac3232
3 16 14 ac3232
4 16 14 ac3232
5 16 14 ac3232
6 16 14 ac3232
7 16 14 ac3232
8 16 14 ac3232
2 17 14 ac3232
3 17 14 ac3232
4 17 14 ac3232
5 17 14 ac3232
6 17 14 ac3232
7 17 14 ac3232
3 18 14 ac3232
4 18 14 ac3232
5 18 14 ac3232
6 18 14 ac3232
0 16 15 ac3232
1 16 15 ac3232
2 16 15 ac3232
3 16 15 ac3232
4 16 15 ac3232
5 16 15 ac3232
6 16 15 ac3232
7 16 15 ac3232
8 16 15 ac3232
9 16 15 ac3232
1 17 15 ac3232
2 17 15 ac3232
3 17 15 ac3232
4 17 15 ac3232
5 17 15 ac3232
6 17 15 ac3232
7 17 15 ac3232
8 17 15 ac3232
2 18 15 ac3232
3 18 15 ac3232
4 18 15 ac3232
5 18 15 ac3232
6 18 15 ac3232
7 18 15 ac3232
3 19 15 ac3232
4 19 15 ac3232
5 19 15 ac3232
6 19 15 ac3232
29 16 0 37946e
30 16 0 37946e
29 17 0 37946e
30 17 0 37946e
16 18 0 ac3232
30 18 0 37946e
16 19 0 ac3232
30 19 0 37946e
16 20 0 ac3232
17 20 0 ac3232
30 20 0 37946e
31 20 0 37946e
16 21 0 ac3232
17 21 0 ac3232
30 21 0 37946e
31 21 0 37946e
16 22 0 ac3232
17 22 0 ac3232
30 22 0 37946e
31 22 0 37946e
16 23 0 ac3232
17 23 0 ac3232
30 23 0 37946e
31 23 0 37946e
16 24 0 ac3232
30 24 0 37946e
31 24 0 37946e
16 25 0 ac3232
30 25 0 37946e
30 26 0 37946e
30 27 0 37946e
30 28 0 37946e
30 29 0 37946e
16 30 0 37946e
17 30 0 37946e
18 30 0 37946e
19 30 0 37946e
20 30 0 37946e
21 30 0 37946e
22 30 0 37946e
23 30 0 37946e
24 30 0 37946e
25 30 0 37946e
26 30 0 37946e
28 30 0 37946e
29 30 0 37946e
30 30 0 37946e
16 31 0 37946e
17 31 0 37946e
18 31 0 37946e
19 31 0 37946e
20 31 0 37946e
21 31 0 37946e
22 31 0 37946e
23 31 0 37946e
24 31 0 37946e
25 31 0 37946e
26 31 0 37946e
27 31 0 37946e
28 31 0 37946e
29 31 0 37946e
16 17 1 37946e
17 17 1 37946e
18 17 1 37946e
19 17 1 37946e
20 17 1 37946e
21 17 1 37946e
22 17 1 37946e
23 17 1 37946e
24 17 1 37946e
25 17 1 37946e
26 17 1 37946e
27 17 1 37946e
28 17 1 37946e
29 17 1 37946e
30 17 1 37946e
31 17 1 37946e
16 18 1 ac3232
17 18 1 37946e
18 18 1 37946e
19 18 1 37946e
20 18 1 37946e
21 18 1 37946e
22 18 1 37946e
23 18 1 37946e
24 18 1 37946e
25 18 1 37946e
26 18 1 37946e
27 18 1 37946e
28 18 1 37946e
29 18 1 37946e
30 18 1 37946e
31 18 1 37946e
16 19 1 ac3232
16 20 1 ac3232
17 20 1 ac3232
16 21 1 ac3232
17 21 1 ac3232
16 22 1 ac3232
17 22 1 ac3232
16 23 1 ac3232
17 23 1 ac3232
16 24 1 ac3232
16 25 1 ac3232
16 17 2 37946e
17 17 2 37946e
18 17 2 37946e
19 17 2 37946e
20 17 2 37946e
21 17 2 37946e
22 17 2 37946e
23 17 2 37946e
24 17 2 37946e
25 17 2 37946e
26 17 2 37946e
27 17 2 37946e
28 17 2 37946e
29 17 2 37946e
30 17 2 37946e
31 17 2 37946e
16 18 2 ac3232
17 18 2 37946e
18 18 2 37946e
19 18 2 37946e
20 18 2 37946e
21 18 2 37946e
22 18 2 37946e
23 18 2 37946e
24 18 2 37946e
25 18 2 37946e
26 18 2 37946e
27 18 2 37946e
28 18 2 37946e
29 18 2 37946e
30 18 2 37946e
31 18 2 37946e
16 19 2 ac3232
16 20 2 ac3232
17 20 2 ac3232
16 21 2 ac3232
17 21 2 ac3232
16 22 2 ac3232
17 22 2 ac3232
16 23 2 ac3232
17 23 2 ac3232
16 24 2 ac3232
16 25 2 ac3232
16 17 3 37946e
17 17 3 37946e
18 17 3 37946e
19 17 3 37946e
20 17 3 37946e
21 17 3 37946e
22 17 3 37946e
23 17 3 37946e
24 17 3 37946e
25 17 3 37946e
26 17 3 37946e
27 17 3 37946e
28 17 3 37946e
29 17 3 37946e
30 17 3 37946e
31 17 3 37946e
16 18 3 ac3232
17 18 3 37946e
18 18 3 37946e
19 18 3 37946e
20 18 3 37946e
21 18 3 37946e
22 18 3 37946e
23 18 3 37946e
24 18 3 37946e
25 18 3 37946e
26 18 3 37946e
27 18 3 37946e
28 18 3 37946e
29 18 3 37946e
30 18 3 37946e
31 18 3 37946e
16 19 3 ac3232
16 20 3 ac3232
17 20 3 ac3232
16 21 3 ac3232
17 21 3 ac3232
16 22 3 ac3232
17 22 3 ac3232
16 23 3 ac3232
17 23 3 ac3232
16 24 3 ac3232
16 25 3 ac3232
16 17 4 37946e
17 17 4 37946e
18 17 4 37946e
19 17 4 37946e
20 17 4 37946e
21 17 4 37946e
22 17 4 37946e
23 17 4 37946e
24 17 4 37946e
25 17 4 37946e
26 17 4 37946e
27 17 4 37946e
28 17 4 37946e
29 17 4 37946e
30 17 4 37946e
31 17 4 37946e
16 18 4 ac3232
17 18 4 37946e
18 18 4 37946e
19 18 4 37946e
20 18 4 37946e
21 18 4 37946e
22 18 4 37946e
23 18 4 37946e
24 18 4 37946e
25 18 4 37946e
26 18 4 37946e
27 18 4 37946e
28 18 4 37946e
29 18 4 37946e
30 18 4 37946e
31 18 4 37946e
16 19 4 ac3232
16 20 4 ac3232
17 20 4 ac3232
16 21 4 ac3232
17 21 4 ac3232
16 22 4 ac3232
17 22 4 ac3232
16 23 4 ac3232
17 23 4 ac3232
16 24 4 ac3232
16 25 4 ac3232
16 17 5 37946e
17 17 5 37946e
18 17 5 37946e
19 17 5 37946e
20 17 5 37946e
21 17 5 37946e
22 17 5 37946e
23 17 5 37946e
24 17 5 37946e
25 17 5 37946e
26 17 5 37946e
27 17 5 37946e
28 17 5 37946e
29 17 5 37946e
30 17 5 37946e
31 17 5 37946e
16 18 5 ac3232
17 18 5 37946e
18 18 5 37946e
19 18 5 37946e
20 18 5 37946e
21 18 5 37946e
22 18 5 37946e
23 18 5 37946e
24 18 5 37946e
25 18 5 37946e
26 18 5 37946e
27 18 5 37946e
28 18 5 37946e
29 18 5 37946e
30 18 5 37946e
31 18 5 37946e
16 19 5 ac3232
16 20 5 ac3232
17 20 5 ac3232
16 21 5 ac3232
17 21 5 ac3232
16 22 5 ac3232
17 22 5 ac3232
16 23 5 ac3232
17 23 5 ac3232
16 24 5 ac3232
16 25 5 ac3232
16 17 6 37946e
17 17 6 37946e
18 17 6 37946e
19 17 6 37946e
20 17 6 37946e
21 17 6 37946e
22 17 6 37946e
23 17 6 37946e
24 17 6 37946e
25 17 6 37946e
26 17 6 37946e
27 17 6 37946e
28 17 6 37946e
29 17 6 37946e
30 17 6 37946e
31 17 6 37946e
16 18 6 ac3232
17 18 6 37946e
18 18 6 37946e
19 18 6 37946e
20 18 6 37946e
21 18 6 37946e
22 18 6 37946e
23 18 6 37946e
24 18 6 37946e
25 18 6 37946e
26 18 6 37946e
27 18 6 37946e
28 18 6 37946e
29 18 6 37946e
30 18 6 37946e
31 18 6 37946e
16 19 6 ac3232
16 20 6 ac3232
17 20 6 ac3232
16 21 6 ac3232
17 21 6 ac3232
16 22 6 ac3232
17 22 6 ac3232
16 23 6 ac3232
17 23 6 ac3232
16 24 6 ac3232
16 25 6 ac3232
16 17 7 37946e
17 17 7 37946e
18 17 7 37946e
19 17 7 37946e
20 17 7 37946e
21 17 7 37946e
22 17 7 37946e
23 17 7 37946e
24 17 7 37946e
25 17 7 37946e
26 17 7 37946e
27 17 7 37946e
28 17 7 37946e
29 17 7 37946e
30 17 7 37946e
31 17 7 37946e
16 18 7 ac3232
17 18 7 37946e
18 18 7 37946e
19 18 7 37946e
20 18 7 37946e
21 18 7 37946e
22 18 7 37946e
23 18 7 37946e
24 18 7 37946e
25 18 7 37946e
26 18 7 37946e
27 18 7 37946e
28 18 7 37946e
29 18 7 37946e
30 18 7 37946e
31 18 7 37946e
16 19 7 ac3232
16 20 7 ac3232
17 20 7 ac3232
16 21 7 ac3232
17 21 7 ac3232
16 22 7 ac3232
17 22 7 ac3232
16 23 7 ac3232
17 23 7 ac3232
16 24 7 ac3232
16 25 7 ac3232
16 17 8 37946e
17 17 8 37946e
18 17 8 37946e
19 17 8 37946e
20 17 8 37946e
21 17 8 37946e
22 17 8 37946e
23 17 8 37946e
24 17 8 37946e
25 17 8 37946e
26 17 8 37946e
27 17 8 37946e
28 17 8 37946e
29 17 8 37946e
30 17 8 37946e
31 17 8 37946e
16 18 8 ac3232
17 18 8 37946e
18 18 8 37946e
19 18 8 37946e
20 18 8 37946e
21 18 8 37946e
22 18 8 37946e
23 18 8 37946e
24 18 8 37946e
25 18 8 37946e
26 18 8 37946e
27 18 8 37946e
28 18 8 37946e
29 18 8 37946e
30 18 8 37946e
